Parameter,Parameter Code,Method Code (no format),Method Code,Recording Mode,Collection Description,Analysis Description,Method Type,Reference Method ID,Equivalent Method,Federal MDL,Min Value,Max Value,Digits,Round Truncate Indicator,Units
"2,4-Dimethylpentane",43247,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.19,-0.19,,2,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
"2,4-Dimethylpentane",43247,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
2-Methylheptane,43960,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,3,R,Parts per billion Carbon
2-Methylheptane,43960,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
2-Methylheptane,43960,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
2-Methylheptane,43960,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.48,-0.48,,2,R,Parts per billion Carbon
2-Methylheptane,43960,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.47558,-0.47558,,4,R,Parts per billion Carbon
2-Methylheptane,43960,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.89,-0.89,,2,R,Parts per billion Carbon
2-Methylheptane,43960,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
2-Methylheptane,43960,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylheptane,43960,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylheptane,43960,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
2-Methylhexane,43263,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
2-Methylhexane,43263,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
2-Methylhexane,43263,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
2-Methylhexane,43263,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,135,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.1,,,2,R,Parts per billion Carbon
2-Methylhexane,43263,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.52839,-0.52839,,4,R,Parts per billion Carbon
2-Methylhexane,43263,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.16,-0.16,,2,R,Parts per billion Carbon
2-Methylhexane,43263,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
2-Methylhexane,43263,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylhexane,43263,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylhexane,43263,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
2-Methylpentane,43285,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
2-Methylpentane,43285,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
2-Methylpentane,43285,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,128,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.01,-0.01,,2,R,Parts per billion Carbon
2-Methylpentane,43285,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,136,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,137,137,Continuous,Instrumental,AIRCO-VOC C6/C12 GC/FID,,,,0.1,,,2,R,Parts per billion Carbon
2-Methylpentane,43285,142,142,Continuous,Preconcen trap/Thermal Desorber,Auto GC (PE Clarus 500 dual col),,,,0.82659,-0.82659,,4,R,Parts per billion Carbon
2-Methylpentane,43285,146,146,Intermittent,6L PRESSURIZED CANISTER,PE8700;AUTO GC;SUBAMBIENT-DUAL FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,147,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,,,,0.32,-0.32,,2,R,Parts per billion Carbon
2-Methylpentane,43285,148,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,149,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,150,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,152,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,175,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,,,,0.1,-0.1,,2,R,Parts per billion Carbon
2-Methylpentane,43285,177,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,,,,0.1,-0.1,,1,R,Parts per billion Carbon
2-Methylpentane,43285,221,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,222,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,223,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,224,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,225,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,226,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,227,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,228,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,229,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,230,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,231,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-Methylpentane,43285,232,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,,,,0.5,-1,1000,4,R,Parts per billion Carbon
2-chlorotoluene,45811,150,150,Intermittent,SS 6-L Pressurized Canister,Cryogenic Precon: GC/MS,,,,0.105,,,3,,Parts per billion Carbon
2-chlorotoluene,45811,176,176,Intermittent,6L SUBATM SS CANISTER,ENTECH PRECONCENTRATOR GC/MS,,,,0.105,-0.105,,3,,Parts per billion Carbon
3-Chloropropene,43335,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,2,R,Parts per billion Carbon
3-Chloropropene,43335,110,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,,,,0.1,-0.1,,2,R,Parts per billion Carbon
3-Chloropropene,43335,116,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,,,,0.32,-0.32,,3,R,Parts per billion Carbon
3-Chloropropene,43335,127,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
3-Chloropropene,43335,129,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,,,,0.01,-0.01,,2,R,Parts per billion Carbon
3-Chloropropene,43335,145,145,Intermittent,"6 L SS Canister Subamb press, passive coll",GC/Mass Spectro,,,,0.1,-0.1,,2,R,Parts per billion Carbon
3-Chloropropene,43335,150,150,Intermittent,SS 6L - PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
3-Chloropropene,43335,176,176,Intermittent,6L Subatm SS Canister,Entech Precon GC/MS,,,,0.06,-0.06,,2,R,Parts per billion Carbon
3-Chloropropene,43335,211,211,Intermittent,SS Canister Subambient Pressure,Gas Chromatograph Mass Spectro,,,,0.21,-0.21,,2,R,Parts per billion Carbon
3-Methylheptane,43253,91,091,Continuous,MANUAL,FLAME IONIZATION,,,,0.1,-0.1,,1,R,Parts per billion Carbon
3-Methylheptane,43253,101,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon
3-Methylheptane,43253,120,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,,,,0.1,-0.1,,1,R,Parts per billion Carbon
3-Methylheptane,43253,122,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,,,,0.1,-0.1,,1,R,Parts per billion Carbon
3-Methylheptane,43253,123,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,,,,0.01,-0.01,,1,R,Parts per billion Carbon
3-Methylheptane,43253,125,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,,,,0.136,-0.136,,1,R,Parts per billion Carbon
3-Methylheptane,43253,126,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,,,,0.1,-0.1,,2,R,Parts per billion Carbon
